URL,Artist,Album,Date
http://pitchfork.com/news/39814-check-out-kanye-wests-power-remix-featuring-jay-z-and-swizz-beatz/,"Check Out Kanye West's ""Power"" Remix Featuring Jay-Z and Swizz Beatz",Tom Breihan,20.08.2010
http://pitchfork.com/news/39815-video-thermals-i-dont-believe-you/,"Video: Thermals: ""I Don't Believe You""",Larry Fitzmaurice,20.08.2010
http://pitchfork.com/news/39816-video-drake-and-lil-wayne-miss-me/,"Video: Drake and Lil Wayne: ""Miss Me""",Tom Breihan,20.08.2010
http://pitchfork.com/news/39817-new-sufjan-stevens-ep-is-out-now/,New Sufjan Stevens EP Out Now,Tom Breihan,20.08.2010
http://pitchfork.com/news/39818-video-antony-and-the-johnsons-thank-you-for-your-love/,"Video: Antony and the Johnsons: ""Thank You for Your Love""",Larry Fitzmaurice,20.08.2010
http://pitchfork.com/news/39819-man-commits-suicide-on-stage-at-swell-season-concert-in-california/,Man Commits Suicide On Stage at Swell Season Concert in California,Tom Breihan,20.08.2010
http://pitchfork.com/news/39820-video-toro-y-moi-low-shoulder/,"Video: Toro Y Moi: ""Low Shoulder""",Larry Fitzmaurice,20.08.2010
http://pitchfork.com/news/39821-new-release-soundgarden-itelephantasmi/,New Release: Soundgarden: Telephantasm,Larry Fitzmaurice,20.08.2010
http://pitchfork.com/news/39822-new-cee-lo-fuck-you/,"New Cee-Lo: ""Fuck You""",Tom Breihan,20.08.2010
http://pitchfork.com/news/39823-weezer-plan-blue-lpipinkertoni-tour/,Weezer Plan Blue LP/Pinkerton Tour,Larry Fitzmaurice,20.08.2010
http://pitchfork.com/news/39824-a-sunny-day-in-glasgow-to-give-away-new-album-for-free-digitally/,A Sunny Day in Glasgow to Give Away New Album for Free Digitally,Tom Breihan,20.08.2010
http://pitchfork.com/news/39825-ted-leo-announces-mysterious-musical/,Ted Leo Announces Mysterious Musical,Tom Breihan,20.08.2010
http://pitchfork.com/news/39826-hear-three-new-solo-songs-from-radiohead-drummer-philip-selway/,Hear Three New Solo Songs From Radiohead Drummer Philip Selway,Tom Breihan,20.08.2010
http://pitchfork.com/news/39827-news-in-brief-the-call-trad-gras-och-stenar-mice-parade-high-zero-festival/,"News in Brief: The Call, Träd, Gräs och Stenar, Mice Parade, High Zero Festival",Tom Breihan,20.08.2010
http://pitchfork.com/news/39828-pitchfork-seeks-business-and-advertising-interns-in-chicago/,Pitchfork Seeks Business and Advertising Interns in Chicago,Pitchfork Staff,20.08.2010
http://pitchfork.com/news/39829-the-futureheads-announce-us-tour/,The Futureheads Announce U.S. Tour,Tom Breihan,23.08.2010
http://pitchfork.com/news/39830-brian-eno-reveals-warp-album-details/,Brian Eno Reveals Warp Album Details,Ryan Dombal,23.08.2010
http://pitchfork.com/news/39831-video-ted-leo-bottled-in-cork/,"Video: Ted Leo: ""Bottled in Cork""",Tom Breihan,23.08.2010
http://pitchfork.com/news/39832-carrie-brownstein-and-fred-armisen-bring-comedy-act-thunderant-to-tv/,Carrie Brownstein and Fred Armisen Bring Comedy Act ThunderAnt to TV,Tom Breihan,23.08.2010
http://pitchfork.com/news/39833-hear-new-albums-from-radioheads-phil-selway-jenny-and-johnny-mogwai/,"Hear New Albums From Radiohead's Phil Selway, Jenny and Johnny, Mogwai",Tom Breihan,23.08.2010
http://pitchfork.com/news/39834-orange-juice-box-set-due/,Orange Juice Box Set Due,Ryan Dombal,23.08.2010
http://pitchfork.com/news/39835-holy-fuck-hit-the-road/,Holy Fuck Hit the Road,Tom Breihan,23.08.2010
http://pitchfork.com/news/39836-listen-conans-spoken-word-single/,Listen: Conan's Spoken-Word Single,Ryan Dombal,23.08.2010
http://pitchfork.com/news/39837-megafaun-recruit-bon-ivers-justin-vernon-to-cover-old-folkblues-songs/,Megafaun Recruit Bon Iver's Justin Vernon to Cover Old Folk/Blues Songs,Tom Breihan,23.08.2010
http://pitchfork.com/news/39838-pitchfork-seeks-editorial-business-and-tv-interns-in-chicago-and-brooklyn/,"Pitchfork Seeks Editorial, Business, and TV Interns in Chicago and Brooklyn",Pitchfork Staff,23.08.2010
http://pitchfork.com/news/39839-new-release-the-foreign-exchange-iauthenticityi/,New Release: The Foreign Exchange: Authenticity,Tom Breihan,25.08.2010
http://pitchfork.com/news/39840-destroyer-announces-new-collaborative-ep/,Destroyer Announces New Collaborative EP,Ryan Dombal,23.08.2010
http://pitchfork.com/news/39841-new-release-a-band-of-bees-ievery-steps-a-yesi/,New Release: A Band of Bees: Every Step's a Yes,Tom Breihan,25.08.2010
http://pitchfork.com/news/39842-watch-new-bjork-video-from-animated-childrens-film/,Watch: New Björk Video From Animated Children's Film,Ryan Dombal,23.08.2010
http://pitchfork.com/news/39843-hear-a-new-track-from-hercules-and-love-affair-leader-andrew-butler/,Hear a New Track From Hercules and Love Affair Leader Andrew Butler,Tom Breihan,24.08.2010
http://pitchfork.com/news/39844-joanna-newsom-plans-american-tour/,Joanna Newsom Plans American Tour,Tom Breihan,24.08.2010
http://pitchfork.com/news/39845-news-in-brief-scion-garage-fest-cloudland-canyon-bilal-pacific-festival/,"News in Brief: Scion Garage Fest, Cloudland Canyon, Bilal, Pacific Festival",Tom Breihan,24.08.2010
http://pitchfork.com/news/39846-new-beach-house-white-moon/,"New Beach House: ""White Moon""",Tom Breihan,24.08.2010
http://pitchfork.com/news/39847-video-mgmt-congratulations/,"Video: MGMT: ""Congratulations""",Tom Breihan,24.08.2010
http://pitchfork.com/news/39848-video-baths-lovely-bloodflow/,"Video: Baths: ""Lovely Bloodflow""",Larry Fitzmaurice,24.08.2010
http://pitchfork.com/news/39849-of-montreal-planning-another-ep/,Of Montreal Planning Another EP,Ryan Dombal,24.08.2010
http://pitchfork.com/news/39850-big-boi-and-his-amazing-fur-hat-hit-late-show-with-david-letterman/,"Big Boi and His Amazing Fur Hat Hit ""Late Show With David Letterman""",Tom Breihan,24.08.2010
http://pitchfork.com/news/39851-los-campesinos-announce-fall-tour/,Los Campesinos! Announce Fall Tour,Ryan Dombal,24.08.2010
http://pitchfork.com/news/39852-shearwater-announce-tour/,Shearwater Announce Tour,Tom Breihan,24.08.2010
http://pitchfork.com/news/39853-watch-mavis-staples-and-jeff-tweedy-cover-credence-clearwater-revival/,Watch: Mavis Staples and Jeff Tweedy Cover Creedence Clearwater Revival,Ryan Dombal,25.08.2010
http://pitchfork.com/news/39854-jose-gonzalez-subject-of-documentary/,Jose Gonzalez Subject of Documentary,Tom Breihan,24.08.2010
http://pitchfork.com/news/39855-dexys-midnight-runners-debut-album-gets-double-disc-reissue/,Dexys Midnight Runners' Debut Album Gets Double-Disc Reissue,Tom Breihan,25.08.2010
http://pitchfork.com/news/39856-listen-all-tiny-creatures-with-bon-ivers-justin-vernon-an-iris/,"Listen: All Tiny Creatures With Bon Iver's Justin Vernon: ""An Iris""",Tom Breihan,24.08.2010
http://pitchfork.com/news/39857-new-release-bob-dylan-ithe-bootleg-series-vol-9-the-witmark-demosi/,New Release: Bob Dylan: The Bootleg Series Vol. 9: The Witmark Demos,Tom Breihan,24.08.2010
http://pitchfork.com/news/39858-liars-ready-new-ep/,Liars Ready New EP,Tom Breihan,26.08.2010
http://pitchfork.com/news/39859-news-in-brief-future-islands-islaja-jason-simon-midpoint-music-fest/,"News in Brief: Future Islands, Islaja, Jason Simon, Midpoint Music Fest",Tom Breihan,25.08.2010
http://pitchfork.com/news/39860-video-male-bonding-weird-feelings/,"Video: Male Bonding: ""Weird Feelings""",Tom Breihan,25.08.2010
http://pitchfork.com/news/39861-new-release-bonnie-prince-billythe-black-swans-ising-larry-jon-wilsoni/,"New Release: Bonnie ""Prince"" Billy/The Black Swans: Sing Larry Jon Wilson",Tom Breihan,25.08.2010
http://pitchfork.com/news/39862-new-release-celebration-ihello-paradisei/,New Release: Celebration: Hello Paradise,Tom Breihan,31.08.2010
http://pitchfork.com/news/39863-watch-okkervil-river-frontman-will-sheff-plays-two-new-songs-live/,Watch: Okkervil River Frontman Will Sheff Plays Two New Songs Live,Ryan Dombal,25.08.2010
http://pitchfork.com/news/39864-new-releases-fenn-oberg-ilive-in-japani/,New Releases: Fenn O'Berg: Live in Japan,Tom Breihan,25.08.2010
http://pitchfork.com/news/39865-new-release-darkstar-inorthi/,New Release: Darkstar: North,Tom Breihan,31.08.2010
http://pitchfork.com/news/39866-die-antword-to-perform-with-aphex-twin-at-london-electronic-dance-fest/,Die Antwoord to Perform With Aphex Twin at London Electronic Dance Fest,Ryan Dombal,25.08.2010
http://pitchfork.com/news/39867-video-wavves-post-acid/,"Video: Wavves: ""Post Acid""",Tom Breihan,26.08.2010
http://pitchfork.com/news/39868-vampire-weekend-icontrai-cover-girl-speaks-out-about-photo-lawsuit/,Vampire Weekend Contra Cover Girl Speaks Out About Photo Lawsuit,Ryan Dombal,25.08.2010
http://pitchfork.com/news/39869-photos-gza-freddie-gibbs/,Photos: GZA / Freddie Gibbs,Pitchfork,25.08.2010
http://pitchfork.com/news/39870-zola-jesus-announces-ivalusiai-ep/,Zola Jesus Announces Valusia EP,Ryan Dombal,25.08.2010
http://pitchfork.com/news/39871-watch-megafaun-and-the-tallest-man-on-earth-cover-gillian-welch-bon-iver/,"Watch Megafaun and the Tallest Man on Earth Cover Gillian Welch, Bon Iver",Tom Breihan,25.08.2010
http://pitchfork.com/news/39872-fever-rays-karin-dreijer-andersson-making-music-for-swedish-play/,Fever Ray's Karin Dreijer Andersson Making Music for Swedish Play,Ryan Dombal,26.08.2010
http://pitchfork.com/news/39873-video-big-krit-somedayz/,"Video: Big K.R.I.T.: ""Somedayz""",Tom Breihan,25.08.2010
http://pitchfork.com/news/39874-listen-four-tet-remixes-eluvium/,Listen: Four Tet Remixes Eluvium,Tom Breihan,26.08.2010
http://pitchfork.com/news/39875-news-in-brief-kexp-nolan-strong-tribute-fela-kuti-we-like-music-fest/,"News in Brief: KEXP, Nolan Strong Tribute, Fela Kuti, We Like Music Fest",Tom Breihan,26.08.2010
http://pitchfork.com/news/39876-video-washed-out-hold-out/,"Video: Washed Out: ""Hold Out""",Larry Fitzmaurice,26.08.2010
http://pitchfork.com/news/39877-sufjan-announces-new-album/,Sufjan Announces New Album,Amy Phillips,26.08.2010
http://pitchfork.com/news/39878-echo-chamber-crystal-stilts-kyle-forester/,Echo Chamber: Crystal Stilts' Kyle Forester,Tom Breihan,26.08.2010
http://pitchfork.com/news/39879-lost-album-from-nineties-comedy-troupe-the-state-finally-coming-out/,"""Lost"" Album From Nineties Comedy Troupe the State Finally Coming Out",Ryan Dombal,26.08.2010
http://pitchfork.com/news/39880-news-in-brief-bored-to-death-you-say-party-torche-decibel-festival/,"News in Brief: ""Bored to Death"", You Say Party, Torche, Decibel Festival",Tom Breihan,26.08.2010
http://pitchfork.com/news/39881-bruce-springsteen-to-release-idarkness-on-the-edge-of-towni-cddvd-box-set/,Bruce Springsteen to Release Darkness on the Edge of Town CD/DVD Box Set,Ryan Dombal,26.08.2010
http://pitchfork.com/news/39882-festivals-eugene-mirman-reeperbahn-warehouse-project-prospecto/,"Festivals: Eugene Mirman, Reeperbahn, Warehouse Project, Prospecto",Tom Breihan,26.08.2010
http://pitchfork.com/news/39883-ray-davies-teams-with-spoon-bruce-springsteen-alex-chilton-frank-black/,"Ray Davies Teams With Spoon, Bruce Springsteen, Alex Chilton, Frank Black",Tom Breihan,26.08.2010
http://pitchfork.com/news/39884-echo-chamber-lcd-soundsystems-james-murphy/,Echo Chamber: LCD Soundsystem's James Murphy,Tom Breihan,26.08.2010
http://pitchfork.com/news/39885-matt-kim-announce-new-album/,Matt & Kim Announce New Album,Tom Breihan,26.08.2010
http://pitchfork.com/news/39886-shout-out-louds-cover-band-of-horses/,Shout Out Louds Cover Band of Horses,Tom Breihan,26.08.2010
http://pitchfork.com/news/39887-directors-cut-yeasayer-madder-red/,"Director's Cut: Yeasayer: ""Madder Red""",Ryan Dombal,27.08.2010
http://pitchfork.com/news/39888-new-release-ithe-record-players-dj-revolutionariesi/,New Release: The Record Players: DJ Revolutionaries,Tom Breihan,01.09.2010
http://pitchfork.com/news/39889-new-release-various-artists-ifuck-dance-lets-arti/,"New Release: Various Artists: Fuck Dance, Let's Art",Tom Breihan,30.08.2010
http://pitchfork.com/news/39890-frightened-rabbit-cover-the-national/,Frightened Rabbit Cover the National,Tom Breihan,26.08.2010
http://pitchfork.com/news/39891-hear-maximum-balloons-song-with-tv-on-the-radios-tunde-adebimpe/,Hear Maximum Balloon's Song With TV on the Radio's Tunde Adebimpe,Tom Breihan,26.08.2010
http://pitchfork.com/news/39892-listen-new-sufjan-stevens-i-walked/,"Listen: New Sufjan Stevens: ""I Walked""",Larry Fitzmaurice,27.08.2010
http://pitchfork.com/news/39893-hear-the-new-pimp-c-track-with-drake-and-bun-b/,Hear the New Pimp C Track With Drake and Bun B,Tom Breihan,27.08.2010
http://pitchfork.com/news/39894-no-age-add-more-north-american-dates/,No Age Add More North American Dates,Ryan Dombal,27.08.2010
http://pitchfork.com/news/39895-video-underworld-always-loved-a-film/,"Video: Underworld: ""Always Loved a Film""",Larry Fitzmaurice,27.08.2010
http://pitchfork.com/news/39896-presenting-the-top-200-tracks-of-the-1990s/,Presenting: The Top 200 Tracks of the 1990s,Mark Richardson,27.08.2010
http://pitchfork.com/news/39897-watch-interpol-barricade/,"Watch: Interpol: ""Barricade""",Ryan Dombal,27.08.2010
http://pitchfork.com/news/39898-directors-cut-ted-leo-and-the-pharmacists-bottled-in-cork/,"Director's Cut: Ted Leo and the Pharmacists: ""Bottled in Cork""",Tom Breihan,01.09.2010
http://pitchfork.com/news/39899-festivals-in-brief-parklife-philadelphia-film-music-ponderosa-stomp-olio/,"Festivals in Brief: Parklife, Philadelphia Film & Music, Ponderosa Stomp, Olio",Tom Breihan,27.08.2010
http://pitchfork.com/news/39900-dan-deacon-and-lightning-bolt-tour-together/,Dan Deacon and Lightning Bolt Tour Together,Ryan Dombal,27.08.2010
http://pitchfork.com/news/39901-listen-new-kanye-with-justin-vernon-jay-z-nicki-rozay/,"Listen: Kanye With Bon Iver, Jay-Z, Nicki Minaj",Ryan Dombal,27.08.2010
http://pitchfork.com/news/39902-lil-wayne-may-drop-lp-the-day-he-gets-out-of-jail/,Lil Wayne May Drop LP the Day He Gets Out of Jail,Ryan Dombal,28.08.2010
http://pitchfork.com/news/39903-watch-aphex-twin-and-die-antwoord-perform-together-live/,Watch: Aphex Twin and Die Antwoord Perform Together Live,Ryan Dombal,30.08.2010
http://pitchfork.com/news/39904-new-release-the-war-on-drugs-ifuture-weatheri-ep/,New Release: The War on Drugs: Future Weather EP,Larry Fitzmaurice,30.08.2010
http://pitchfork.com/news/39905-new-interactive-arcade-fire-video-will-fuck-you-up/,"Watch: New Interactive Arcade Fire Video for ""We Used to Wait""",Tom Breihan,30.08.2010
http://pitchfork.com/news/39906-watch-vampire-weekend-cover-springsteen-live/,Watch: Vampire Weekend Cover Springsteen Live,Ryan Dombal,30.08.2010
http://pitchfork.com/news/39907-shellac-plan-tour/,Shellac Plan Tour,Tom Breihan,30.08.2010
http://pitchfork.com/news/39908-listen-that-kanye-westraekwonjustin-bieber-remix/,Listen: That Kanye West/Raekwon/Justin Bieber Remix,Ryan Dombal,30.08.2010
http://pitchfork.com/news/39909-new-releases-summer-camp-iyoungi/,New Releases: Summer Camp: Young,Tom Breihan,30.08.2010
http://pitchfork.com/news/39910-news-in-brief-the-acorn-twig-harper-daniel-higgs-parenthetical-girls-pop-montreal/,"News in Brief: The Acorn, Twig Harper & Daniel Higgs, Parenthetical Girls, Pop Montreal",Tom Breihan,30.08.2010
http://pitchfork.com/news/39911-dirty-projectors-announce-expanded-ibitte-orcai-reissue/,Dirty Projectors Announce Expanded Bitte Orca Reissue,Tom Breihan,31.08.2010
http://pitchfork.com/news/39912-watch-robyn-covers-bjorks-hyperballad/,"Watch: Robyn Covers Björk's ""Hyperballad""",Ryan Dombal,30.08.2010
http://pitchfork.com/news/39913-stream-new-albums-from-the-walkmen-the-thermals-sonny-the-sunsets/,"Stream New Albums From the Walkmen, the Thermals, Sonny & the Sunsets",Tom Breihan,30.08.2010
http://pitchfork.com/news/39915-hear-matt-kims-new-single/,Hear Matt & Kim's New Single,Tom Breihan,30.08.2010
http://pitchfork.com/news/39916-video-the-walkmen-cover-rems-driver-8/,"Video: The Walkmen Cover R.E.M.'s ""Driver 8""",Tom Breihan,31.08.2010
http://pitchfork.com/news/39917-band-of-horses-announce-more-dates/,Band of Horses Announce More Dates,Tom Breihan,31.08.2010
http://pitchfork.com/news/39918-caribou-ready-double-live-album/,Caribou Ready Double Live Album,Tom Breihan,31.08.2010
http://pitchfork.com/news/39919-new-release-apparat-idj-kicksi/,New Release: Apparat: DJ-Kicks,Tom Breihan,31.08.2010
http://pitchfork.com/news/39920-news-in-brief-tricky-iradical-acti-black-twig-pickers-next-big-nashville/,"News in Brief: Tricky, Radical Act, Black Twig Pickers, Next Big Nashville",Tom Breihan,31.08.2010
http://pitchfork.com/news/39921-video-cee-lo-green-fuck-you/,"Video: Cee-Lo Green: ""Fuck You""",Ryan Dombal,01.09.2010
http://pitchfork.com/news/39922-video-built-to-spill-hindsight/,"Video: Built to Spill: ""Hindsight""",Ryan Dombal,01.09.2010
http://pitchfork.com/news/39923-black-mountain-bring-old-fangs-to-fallon/,"Black Mountain Bring ""Old Fangs"" to ""Fallon""",Tom Breihan,01.09.2010
http://pitchfork.com/news/39924-flaming-lips-to-play-soft-bulletin-gig/,Flaming Lips to Play Soft Bulletin Gig,Ryan Dombal,01.09.2010
http://pitchfork.com/news/39925-video-the-morning-benders-all-day-day-light/,"Video: The Morning Benders: ""All Day Day Light""",Tom Breihan,01.09.2010
http://pitchfork.com/news/39926-news-in-brief-fever-ray-goldfrapp-cascine-atp-new-york/,"News in Brief: Fever Ray, Goldfrapp, Cascine, ATP New York",Tom Breihan,01.09.2010
http://pitchfork.com/news/39927-directors-cut-arcade-fire-we-used-to-wait/,"Director's Cut: Arcade Fire: ""We Used to Wait""",Tom Breihan,08.09.2010
http://pitchfork.com/news/39928-ipastei-magazine-suspends-print-publication/,Paste Magazine Suspends Print Publication,Ryan Dombal,01.09.2010
http://pitchfork.com/news/39929-hear-tis-eight-minute-rick-ross-collab/,Hear T.I.'s Eight-Minute Rick Ross Collab,Tom Breihan,01.09.2010
http://pitchfork.com/news/39930-download-new-song-from-blue-water-white-death/,Download New Song From Blue Water White Death,Tom Breihan,02.09.2010
http://pitchfork.com/news/39931-apples-in-stereo-frontman-invents-mind-controlled-theremin/,Apples in Stereo Frontman Invents Mind-Controlled Theremin,Tom Breihan,03.09.2010
http://pitchfork.com/news/39932-video-zola-jesus-sea-talk/,"Video: Zola Jesus: ""Sea Talk""",Larry Fitzmaurice,02.09.2010
http://pitchfork.com/news/39933-ti-arrested-on-drug-charges/,T.I. Arrested on Drug Charges,Ryan Dombal,02.09.2010
http://pitchfork.com/news/39934-sub-pop-sign-shabazz-palaces/,Sub Pop Signs Shabazz Palaces,Ryan Dombal,02.09.2010
http://pitchfork.com/news/39935-radiohead-approved-fan-shot-concert-movie-released/,"Radiohead-Approved, Fan-Shot Concert Movie Released",Ryan Dombal,02.09.2010
http://pitchfork.com/news/39936-video-big-boi-you-aint-no-dj-ft-yelawolf/,"Video: Big Boi: ""You Ain't No DJ"" [ft. Yelawolf]",Larry Fitzmaurice,02.09.2010
http://pitchfork.com/news/39937-atmosphere-announces-two-new-eps/,Atmosphere Announces Two New EPs,Ryan Dombal,02.09.2010
http://pitchfork.com/news/39938-new-release-squarepusher-ishobaleader-one-ddemonstratori/,New Release: Squarepusher: Shobaleader One: d'Demonstrator,Ryan Dombal,02.09.2010
http://pitchfork.com/news/39939-new-das-racist-video-mixtape-game/,"New Das Racist Video, Mixtape, Game",Ryan Dombal,02.09.2010
http://pitchfork.com/news/39940-twin-sister-announce-fall-tour/,Twin Sister Announce Fall Tour,Ryan Dombal,02.09.2010
http://pitchfork.com/news/39941-ezra-koenig-covers-paul-simon-for-soundtrack/,Ezra Koenig Covers Paul Simon for Soundtrack,Ryan Dombal,02.09.2010
http://pitchfork.com/news/39942-panda-bear-announces-new-single/,Panda Bear Announces New Single,Larry Fitzmaurice,02.09.2010
http://pitchfork.com/news/39943-you-can-play-guitar-with-pavement-on-fallon/,"You Can Play Guitar With Pavement on ""Fallon""",Ryan Dombal,03.09.2010
http://pitchfork.com/news/39944-video-deerhunter-helicopter/,"Video: Deerhunter: ""Helicopter""",Tom Breihan,03.09.2010
http://pitchfork.com/news/39945-hear-two-new-belle-and-sebastian-songs/,Hear Two New Belle and Sebastian Songs,Ryan Dombal,03.09.2010
http://pitchfork.com/news/39946-entire-arcade-fire-msg-show-rebroadcast-for-limited-time/,Entire Arcade Fire MSG Show Rebroadcast for Limited Time,Ryan Dombal,03.09.2010
http://pitchfork.com/news/39947-video-royksopp-the-drug/,"Video: Röyksopp: ""The Drug""",Tom Breihan,03.09.2010
http://pitchfork.com/news/39948-curreny-and-big-krit-book-tour-together/,Curren$y and Big K.R.I.T. Book Tour Together,Tom Breihan,03.09.2010
http://pitchfork.com/news/39949-listen-bear-in-heaven-remix-matthew-dear/,Listen: Bear in Heaven Remix Matthew Dear,Ryan Dombal,03.09.2010
http://pitchfork.com/news/39950-new-gold-panda-same-dream-china/,"New Gold Panda: ""Same Dream China""",Tom Breihan,07.09.2010
http://pitchfork.com/news/39951-news-in-brief-hawkwind-aeroplane-badly-drawn-boy-ooh-la-la/,"News in Brief: Hawkwind Tribute, Aeroplane, Badly Drawn Boy, Ooh LA L.A. Festival",Tom Breihan,03.09.2010
http://pitchfork.com/news/39952-photos-atp-ny-2010-curated-by-jim-jarmusch/,Photos: ATP NY 2010 curated by Jim Jarmusch,Pitchfork,06.09.2010
http://pitchfork.com/news/39953-photos-fyf-fest-2010/,Photos: FYF Fest 2010,Pitchfork,06.09.2010
http://pitchfork.com/news/39954-morrissey-in-racism-trouble-once-again/,Morrissey in Racism Trouble Once Again,Ryan Dombal,07.09.2010
http://pitchfork.com/news/39955-kanye-drops-new-track-apologizes-to-taylor/,"Kanye Drops New Track, Apologizes to Taylor",Ryan Dombal,07.09.2010
http://pitchfork.com/news/39956-former-electric-light-orchestra-cellist-mike-edwards-dies-in-freak-hay-bale-accident/,Former Electric Light Orchestra Cellist Mike Edwards Dies in Freak Hay Bale Accident,Tom Breihan,07.09.2010
http://pitchfork.com/news/39957-new-belle-and-sebastian-write-about-love/,"New Belle and Sebastian: ""Write About Love""",Ryan Dombal,07.09.2010
http://pitchfork.com/news/39958-hear-new-albums-from-of-montreal-interpol-weezer-superchunk-blonde-redhead-and-more/,"Hear New Albums From of Montreal, Interpol, Weezer, Superchunk, Blonde Redhead, and More",Tom Breihan,07.09.2010
http://pitchfork.com/news/39959-hear-a-track-from-caribous-live-album/,Hear a Track From Caribou's Live Album,Tom Breihan,07.09.2010
http://pitchfork.com/news/39960-echo-chamber-marnie-stern-disses-best-coast/,Echo Chamber: Marnie Stern Disses Best Coast,Ryan Dombal,07.09.2010
http://pitchfork.com/news/39961-the-tallest-man-on-earth-releases-new-ep/,The Tallest Man on Earth Releases New EP,Ryan Dombal,07.09.2010
http://pitchfork.com/news/39963-liz-phair-finally-releases-girlysound-tapes/,Liz Phair Finally Releases Girlysound Tapes,Tom Breihan,07.09.2010
http://pitchfork.com/news/39964-video-gucci-mane-its-gucci-time/,"Video: Gucci Mane: ""It's Gucci Time""",Tom Breihan,07.09.2010
http://pitchfork.com/news/39965-daft-punks-itroni-soundtrack-gets-a-website/,Daft Punk's Tron Soundtrack Gets a Website,Ryan Dombal,07.09.2010
http://pitchfork.com/news/39966-new-owen-pallett-a-man-with-no-ankles/,"New Owen Pallett: ""A Man With No Ankles""",Ryan Dombal,07.09.2010
http://pitchfork.com/news/39967-david-byrne-releases-audiobook/,David Byrne Releases Audiobook,Tom Breihan,10.09.2010
http://pitchfork.com/news/39968-robyn-plots-fall-tour/,Robyn Plots Fall Tour,Ryan Dombal,07.09.2010
http://pitchfork.com/news/39970-listen-to-a-new-marnie-stern-track/,Listen to a New Marnie Stern Track,Ryan Dombal,08.09.2010
http://pitchfork.com/news/39971-listen-dirty-projectors-temecula-sunrise-live/,"Listen: Dirty Projectors: ""Temecula Sunrise"" (Live)",Larry Fitzmaurice,07.09.2010
http://pitchfork.com/news/39972-menomena-share-mixtape/,Menomena Share Mixtape,Tom Breihan,08.09.2010
http://pitchfork.com/news/39973-the-xx-win-the-mercury-music-prize/,The xx Win the Mercury Prize,Tom Breihan,07.09.2010
http://pitchfork.com/news/39974-video-junip-always/,"Video: Junip: ""Always""",Tom Breihan,08.09.2010
http://pitchfork.com/news/39975-mia-announces-fall-tour/,M.I.A. Announces Fall Tour,Ryan Dombal,08.09.2010
http://pitchfork.com/news/39976-listen-no-age-remix-crystal-castles/,Listen: No Age Remix Crystal Castles,Larry Fitzmaurice,08.09.2010
http://pitchfork.com/news/39977-listen-outkast-lookin-for-ya-jedi-remix/,"Listen: OutKast: ""Lookin' for Ya (Jedi Remix)""",Tom Breihan,08.09.2010
http://pitchfork.com/news/39978-controversial-music-video-director-romain-gavras-releases-debut-feature-film-inotre-jour-viendrai/,Controversial Music Video Director Romain Gavras Releases Debut Feature Film Notre Jour Viendra,Ryan Dombal,08.09.2010
http://pitchfork.com/news/39979-video-gold-panda-snow-taxis/,"Video: Gold Panda: ""Snow & Taxis""",Larry Fitzmaurice,09.09.2010
http://pitchfork.com/news/39980-listen-the-field-remixes-maserati/,Listen: The Field Remixes Maserati,Tom Breihan,08.09.2010
http://pitchfork.com/news/39981-band-of-horses-play-norwegian-wedding/,Band of Horses Play Norwegian Wedding,Ryan Dombal,08.09.2010
http://pitchfork.com/news/39982-echo-chamber-kathleen-hanna-on-ad-rock/,Echo Chamber: Kathleen Hanna on Ad-Rock,Tom Breihan,08.09.2010
http://pitchfork.com/news/39983-grab-four-tets-mix-for-fact/,Grab Four Tet's Mix for FACT,Larry Fitzmaurice,09.09.2010
http://pitchfork.com/news/39984-video-freddie-gibbs-oil-money/,"Video: Freddie Gibbs: ""Oil Money""",Tom Breihan,08.09.2010
http://pitchfork.com/news/39985-video-surfer-blood-floating-vibes/,"Video: Surfer Blood: ""Floating Vibes""",Larry Fitzmaurice,08.09.2010
http://pitchfork.com/news/39986-massive-attack-ready-new-ep-tour/,"Massive Attack Ready New EP, Tour",Ryan Dombal,09.09.2010
http://pitchfork.com/news/39987-watch-the-fucked-upjonas-brothers-drum-battle/,Watch the Fucked Up/Jonas Brothers Drum Battle,Tom Breihan,08.09.2010
http://pitchfork.com/news/39988-queens-of-the-stone-age-reissue-debut-album/,Queens of the Stone Age Reissue Debut Album,Tom Breihan,14.09.2010
http://pitchfork.com/news/39989-listen-kevin-drew-remixes-broken-social-scene/,Listen: Kevin Drew Remixes Broken Social Scene,Ryan Dombal,08.09.2010
http://pitchfork.com/news/39990-burial-guests-on-final-mary-anne-hobbs-show/,Burial Guests on Final Mary Anne Hobbs Show,Tom Breihan,08.09.2010
http://pitchfork.com/news/39991-listen-stereolab-remix-serena-maneesh/,Listen: Stereolab Remix Serena-Maneesh,Tom Breihan,09.09.2010
http://pitchfork.com/news/39992-matador-to-release-massive-anniversary-box-set/,Matador to Release Massive Anniversary Box Set,Tom Breihan,08.09.2010
http://pitchfork.com/news/39993-5-10-15-20-of-montreals-kevin-barnes/,5-10-15-20: of Montreal's Kevin Barnes,Ryan Dombal,10.09.2010
http://pitchfork.com/news/39994-news-in-brief-echo-songwriting-prize-the-ex-iimaginational-anthemi-go-music-festival/,"News in Brief: ECHO Songwriting Prize, The Ex, Imaginational Anthem, Go! Music Festival",Tom Breihan,09.09.2010
