URL,Artist,Album,Label,Author,Date
http://dustedmagazine.com/reviews/1502,Joshua Burkett,Life Less Lost,Spirit Of Orr,Bill Meyer,28.06.2004
http://dustedmagazine.com/reviews/6581,Joshua Stamper,Interstitials,self-released,Jennifer Kelly,27.07.2011
http://dustedmagazine.com/reviews/5588,Josiah Wolf,Jet Lag,Anticon,Daniel Levin Becker,24.03.2010
http://dustedmagazine.com/reviews/941,Joy,Joy,Shrimper,Joel Calahan,19.08.2003
http://dustedmagazine.com/reviews/4573,Jozef Van Wissem,A Priori,Incunabulum,Bill Meyer,29.09.2008
http://dustedmagazine.com/reviews/6064,Jozef Van Wissem,Ex Patris,Important,Daniel Martin-McCormick,12.11.2010
http://dustedmagazine.com/reviews/5027,Jozef Van Wissem,It is All That is Made,Important,Bill Meyer,11.06.2009
http://dustedmagazine.com/reviews/6484,Jozef Van Wissem,The Joy That Never Ends,Important,Bill Meyer,10.06.2011
http://dustedmagazine.com/reviews/6367,"Joëlle  Léandre, Nicole Mitchell and Dylan van der Schyff",Before After,RogueArt,John Eyles,21.04.2011
http://dustedmagazine.com/reviews/1519,Joëlle Léandre,For Flowers,Leo,Jason Bivins,12.07.2004
http://dustedmagazine.com/reviews/3712,Ju Suk Reet Meate,Solo 78 / 79 aka Do Unseen Hands Make you Dumb?,De Stijl,Scott McKeating,25.07.2007
http://dustedmagazine.com/reviews/627,Juana Molina,Segundo,Domino,Sean Casey,17.12.2003
http://dustedmagazine.com/reviews/2900,Juana Molina,Son,Domino,Bill Meyer,21.05.2006
http://dustedmagazine.com/reviews/1435,Juana Molina,Tres Cosas,Domino,Michael Cramer,20.05.2004
http://dustedmagazine.com/reviews/4568,Juana Molina,Un Dia,Domino,Marc Medwin,31.10.2008
http://dustedmagazine.com/reviews/2585,Judee Sill,Judee Sill / Heart Food,Water,Tad Abney,14.12.2005
http://dustedmagazine.com/reviews/3719,Judee Sill,Live in London: The BBC Recordings 1972-1973,Water,Brandon Bussolini,24.07.2007
http://dustedmagazine.com/reviews/5810,Judith Berkson,Oylam,ECM,Kevin Macneil Brown,08.07.2010
http://dustedmagazine.com/reviews/5789,Judith Godrèche,Toutes Les Filles Pleurent,Because,Michael Cramer,06.07.2010
http://dustedmagazine.com/reviews/2604,Judy Henske and Jerry Yester,Farewell Aldebaran,Radioactive,Jon Dale,05.01.2006
http://dustedmagazine.com/reviews/6550,Julia Wolfe,Cruel Sister,Cantaloupe,Dan Ruccia,12.07.2011
http://dustedmagazine.com/reviews/5377,Julia Wolfe,Dark Full Ride: Music in Multiples,Cantaloupe,Adam Strohm,12.11.2009
http://dustedmagazine.com/reviews/3704,Julian Fane,Our New Quarters,Planet Mu,Jennifer Kelly,17.07.2007
http://dustedmagazine.com/reviews/6392,Julian Lynch,Terra,Underwater Peoples,Evan Hanlon,19.04.2011
http://dustedmagazine.com/reviews/5429,Julianna Barwick,Florine,Florid,Jon Dempsey,11.12.2009
http://dustedmagazine.com/reviews/1681,Julie Doiron,Goodnight Nobody,Jagjaguwar,Michael Cramer,10.09.2004
http://dustedmagazine.com/reviews/4856,Julie Doiron,I Can Wonder What You Did With Your Day,Jagjaguwar,Evan Hanlon,09.03.2009
http://dustedmagazine.com/reviews/4558,Julie Doiron,Loneliest in the Morning,Jagjaguwar,Michael Cramer,24.09.2008
http://dustedmagazine.com/reviews/3342,Julie Doiron,Woke Myself Up,Jagjaguwar,Josie Clowney,23.01.2007
http://dustedmagazine.com/reviews/2511,Julie Mittens,"March 5, 2003",self-released,Matthew Wuethrich,08.11.2005
http://dustedmagazine.com/reviews/2709,Julie Mittens,Recorded June 20 2005,self-released,Eric Weddle,26.02.2006
http://dustedmagazine.com/reviews/4335,Julie Ocean,Long Gone and Nearly There,Transit of Venus,Jennifer Kelly,03.06.2008
http://dustedmagazine.com/reviews/2564,Julius Eastman,Unjust Malaise,New World,Matt Wellins,06.12.2005
http://dustedmagazine.com/reviews/6783,Julius Hemphill,Dogon A.D.,International Phonograph Inc.,Dan Ruccia,01.11.2011
http://dustedmagazine.com/reviews/2006,July Skies,The English Cold,Make Mine Music,Trent Wolbe,03.03.2005
http://dustedmagazine.com/reviews/6800,Juma Sultans Aboriginal Music Society,Father of Origin,Eremite,Bill Meyer,08.11.2011
http://dustedmagazine.com/reviews/946,Jun Togawa,20th,God Mountain,Mason Jones,25.08.2003
http://dustedmagazine.com/reviews/4902,Junior Boys,Begone Dull Care,Domino,Brandon Bussolini,06.04.2009
http://dustedmagazine.com/reviews/1136,Junior Boys,Birthday/Last Exit EP,KIN,Spencer Grady,12.11.2003
http://dustedmagazine.com/reviews/4154,Junior Boys,Body Language Six,Get Physical,Bernardo Rondeau,11.03.2008
http://dustedmagazine.com/reviews/3541,Junior Boys,Dead Horse,Domino,Bernardo Rondeau,02.05.2007
http://dustedmagazine.com/reviews/6539,Junior Boys,Its All True,Domino,Jon Dempsey,08.07.2011
http://dustedmagazine.com/reviews/1377,Junior Boys,Last Exit,KIN,Spencer Grady,25.04.2004
http://dustedmagazine.com/reviews/3008,Junior Boys,So This Is Goodbye,Domino,Bob Hammond,16.07.2006
http://dustedmagazine.com/reviews/786,Junior Delgado,Original Guerilla Music,Sound Boy,Emerson Dameron,16.06.2003
http://dustedmagazine.com/reviews/6055,Junip,Fields,Mute,Tobias Carroll,27.10.2010
http://dustedmagazine.com/reviews/402,Jurassic 5,Power In Numbers,Interscope,Daniel Levin Becker,17.10.2002
http://dustedmagazine.com/reviews/2218,Justus Köhncke,Doppelleben,Kompakt,Jon Dale,08.06.2005
http://dustedmagazine.com/reviews/4110,Justus Köhncke,Safe and Sound,Kompakt,Brandon Bussolini,19.02.2008
http://dustedmagazine.com/reviews/6351,Juv,Juv,Miasmah,Adam Strohm,07.04.2011
http://dustedmagazine.com/reviews/647,Jóhann Jóhannsson,Englabörn,Touch,Addison MacDonald,23.03.2003
http://dustedmagazine.com/reviews/4736,Jóhann Jóhannsson,Fordlândia,4AD,Brandon Bussolini,13.01.2009
http://dustedmagazine.com/reviews/3276,Jóhann Jóhannsson,IBM 1401 - A User's Manual,4AD,Jake O'Connell,23.11.2006
http://dustedmagazine.com/reviews/1873,Jóhann Jóhannsson,Virthulegu forsetar,Touch,Addison MacDonald,09.12.2004
http://dustedmagazine.com/reviews/6354,K-Holes,K-Holes,Hozac,Jennifer Kelly,08.04.2011
http://dustedmagazine.com/reviews/6306,K-S.H.E.,Routes Not Roots,Skylax,Logan K. Young,29.03.2011
http://dustedmagazine.com/reviews/2654,K-Space,Going Up,ReR Megacorp,Marc Medwin,31.01.2006
http://dustedmagazine.com/reviews/2656,K.K. Null,Ergosphere,Blossoming Noise,Josie Clowney,31.01.2006
http://dustedmagazine.com/reviews/3935,KIT,Broken Voyage,Upset the Rhythm,Ben Donnelly,30.10.2007
http://dustedmagazine.com/reviews/3171,KK Null and Daniel Menche,Raijin,Asphodel,Mason Jones,06.10.2006
http://dustedmagazine.com/reviews/2649,KK. Null/Chris Watson/Z'ev,Number One,Touch,Adam Strohm,29.01.2006
http://dustedmagazine.com/reviews/1275,KMD,Best of KMD,Nature Sounds,Stephen Sowley,17.02.2004
http://dustedmagazine.com/reviews/1660,KRS-One,Keep Right,Grit,Ben Yaster,30.08.2004
http://dustedmagazine.com/reviews/3706,KTL,KTL 2,Mego,Brandon Bussolini,27.07.2007
http://dustedmagazine.com/reviews/4050,KTMK,Valkenee - Koko Tuotanto,Karkia Mistika/Pukey,Jordan N. Mamone,27.02.2008
http://dustedmagazine.com/reviews/2317,KaS Product,Try Out,Les Disques du Soleil et de L'Acier,Bernardo Rondeau,02.08.2005
http://dustedmagazine.com/reviews/717,Kaada,Thank You For Giving Me Your Valuable Time,Ipecac,Emerson Dameron,30.04.2003
http://dustedmagazine.com/reviews/1804,Kahil El'Zabar & David Murray,"We Is, Live At The Bop Shop",Delmark,Andy Freivogel,14.11.2004
http://dustedmagazine.com/reviews/2830,Kai Fagaschinski / Bernhard Gal,Going Round in Serpentines,Charhizma,Jason Bivins,23.04.2006
http://dustedmagazine.com/reviews/5285,Kaito,Trust,Kompakt,Patrick Masterson,30.09.2009
http://dustedmagazine.com/reviews/3687,Kalabrese,Rumpelzirkus,Stattmusik,Jon Dale,03.07.2007
http://dustedmagazine.com/reviews/4214,Kali Z. Fasteau,Live at the Kerava Jazz Festival,Flying Note,Marc Medwin,10.06.2008
http://dustedmagazine.com/reviews/981,Kali Z. Fasteau,Oneness,Flying Note,Andrew Raffo Dewar,08.09.2003
http://dustedmagazine.com/reviews/2344,Kallikak Family,May 23rd 2007,Tell All,Emerson Dameron,15.08.2005
http://dustedmagazine.com/reviews/1615,Kammerflimmer Kollektief,Hysteria,Quecksilber,Daniel Levin Becker,15.08.2004
http://dustedmagazine.com/reviews/1819,Kan Mikami,"Bachi, Kashiwa Mura Kara",Turtles' Dream,Spencer Grady,05.01.2005
http://dustedmagazine.com/reviews/6632,Kangding Ray,OR,Raster-Noton,Brandon Bussolini,19.08.2011
http://dustedmagazine.com/reviews/3916,Karen Dalton,Cotton Eyed Joe,Delmore,Bill Meyer,25.10.2007
http://dustedmagazine.com/reviews/4429,Karen Dalton,Green Rocky Road,Delmore,Jennifer Kelly,17.07.2008
http://dustedmagazine.com/reviews/1478,Karl Blau,Dance Positive,Marriage,Josie Clowney,08.06.2007
http://dustedmagazine.com/reviews/3967,Karlheinz Stockhausen,Freude,Stockhausen-Verlag,Marc Medwin,20.11.2007
http://dustedmagazine.com/reviews/3218,Karling Abbeygate / Ruby Dee and the Snakehandlers,Karling Abbeygate / North of Bakersfield,Dionysus,Kevin Macneil Brown,26.10.2006
http://dustedmagazine.com/reviews/4425,Kasai Allstars,"In the 7th Moon, The Chief Turned Into a Swimming Fish and Ate the Head of His Enemy by Magic",Crammed Discs,Andy Freivogel,18.07.2008
http://dustedmagazine.com/reviews/6838,Kashmere Stage Band,Texas Thunder Soul: 1968-1974,Now-Again,Emerson Dameron,30.11.2011
http://dustedmagazine.com/reviews/4615,KatJonBand,KatJonBand,Carrot Top,Bill Meyer,20.10.2008
http://dustedmagazine.com/reviews/6832,Kate Bush,50 Words for Snow,Anti-,Bill Meyer,21.11.2011
http://dustedmagazine.com/reviews/3141,Kath Bloom,Finally,Chapter Music,Nathan Hogan,23.09.2006
http://dustedmagazine.com/reviews/4555,Kath Bloom,Sing the Children Over & Sand In My Shoe / Terror,Chapter Music,Jennifer Kelly,19.09.2008
http://dustedmagazine.com/reviews/5517,Kath Bloom,Thin Thin Line,Caldo Verde,Andrew Beckerman,11.02.2010
http://dustedmagazine.com/reviews/6784,Kathryn Calder,Bright and Vivid,File Under Music,Jennifer Kelly,11.11.2011
http://dustedmagazine.com/reviews/2339,Kathy McGinty,Kathy McGinty,Hamburger,Spencer Grady,09.08.2005
http://dustedmagazine.com/reviews/6371,Katy B,On a Mission,Sony,Patrick Masterson,11.04.2011
http://dustedmagazine.com/reviews/4383,Kawabata Makoto,Inui.4,VHF,Matthew Wuethrich,30.06.2008
http://dustedmagazine.com/reviews/1618,Kay Adams,Wheels and Tears,Sundazed,Kevin Macneil Brown,15.08.2004
http://dustedmagazine.com/reviews/3361,Kayo Dot/Bloody Panda,Split EP,Holy Roar,Jason Bivins,05.02.2007
http://dustedmagazine.com/reviews/4714,Kayo Dot,Blue Lambency Downward,Hydra Head,Andrew Beckerman,23.01.2009
http://dustedmagazine.com/reviews/5655,Kayo Dot,Coyote,Hydra Head,Andrew Beckerman,15.04.2010
http://dustedmagazine.com/reviews/2741,Kayo Dot,Dousing Anemone with Copper Tongue,Robotic Empire,Adam MacGregor,05.03.2006
http://dustedmagazine.com/reviews/3438,Keiji Haino / KK Null,Mamono,Blossoming Noise,Jon Dale,13.03.2007
http://dustedmagazine.com/reviews/554,Keiji Haino,"""C'est parfait"" endoctrine tu tombes le tete la premiere",Turtles' Dream,Mason Jones,16.02.2003
http://dustedmagazine.com/reviews/4058,Keijo,Whose Dream We Live In?,Fire Museum,Matthew Wuethrich,02.04.2008
http://dustedmagazine.com/reviews/2589,Keith Berry,A Strange Feather & Turn Left A Thousand Feet From Here,Twenty Hertz,Charlie Wilmoth,14.12.2005
http://dustedmagazine.com/reviews/2131,Keith Berry,The Ear That Was Sold To A Fish,Crouton,Charlie Wilmoth,01.05.2005
http://dustedmagazine.com/reviews/1381,Keith Berry,The Golden Boat,Trente Oiseaux,Charlie Wilmoth,16.04.2004
http://dustedmagazine.com/reviews/2084,Keith Fullerton Whitman and Greg Davis,Yearlong,Carpark,Bill Meyer,10.04.2005
http://dustedmagazine.com/reviews/1682,Keith Fullerton Whitman,Antithesis,Kranky,Nathan Hogan,07.09.2004
http://dustedmagazine.com/reviews/711,Keith Fullerton Whitman,Met Life : Dartmouth Street Underpass,Locust,Matt Wellins,28.04.2003
http://dustedmagazine.com/reviews/409,Keith Fullerton Whitman,Playthroughs,Kranky,Marc Gilman,23.10.2002
http://dustedmagazine.com/reviews/1775,Keith Fullerton Whitman,Schöner Flußengel,Kranky,Charlie Wilmoth,31.10.2004
http://dustedmagazine.com/reviews/5783,Keith Jarrett / Charlie Haden,Jasmine,ECM,Marc Medwin,14.06.2010
http://dustedmagazine.com/reviews/674,Keith Jarrett / Gary Peacock / Jack DeJohnette,Always Let Me Go,ECM,Derek Taylor,16.04.2003
http://dustedmagazine.com/reviews/814,Keith Jarrett / Gary Peacock / Jack DeJohnette,Up For It,ECM,Nick Sheets,22.06.2003
http://dustedmagazine.com/reviews/2198,Keith Jarrett,Radiance,ECM,Derek Taylor,02.06.2005
http://dustedmagazine.com/reviews/4140,Kelley Polar,I Need You to Hold On While the Sky is Falling,Environ,Ben Tausig,04.03.2008
http://dustedmagazine.com/reviews/2577,Kelley Polar,Love Songs of the Hanging Gardens,Environ,Jon Dale,11.12.2005
http://dustedmagazine.com/reviews/2703,Kelley Stoltz,Below The Branches,Sub Pop,Bill Meyer,19.02.2006
http://dustedmagazine.com/reviews/4075,Kelley Stoltz,Circular Sounds,Sub Pop,Bill Meyer,04.02.2008
http://dustedmagazine.com/reviews/6019,Kelley Stoltz,To Dreamers,Sub Pop,Bill Meyer,15.10.2010
http://dustedmagazine.com/reviews/1556,Kemialliset Ystävät,Alkuhärkä,Fonal,Matthew Wuethrich,26.07.2004
http://dustedmagazine.com/reviews/3675,Kemialliset Ystävät,Kemialliset Ystävät,Fonal,Mason Jones,02.07.2007
http://dustedmagazine.com/reviews/2401,Kemialliset Ystävät,Lumottu karkkipurkki (Vapaa systeemi) / Kellari Juniversumi,Fonal,Matthew Wuethrich,11.09.2005
http://dustedmagazine.com/reviews/5901,Kemialliset Ystävät,Ullakkopalo,Fonal,Mason Jones,16.08.2010
http://dustedmagazine.com/reviews/2093,Kemialliset Ystävät,Ultra,Outa,Matthew Wuethrich,15.04.2005
http://dustedmagazine.com/reviews/441,Kemialliset Ystävät,Varisevien Tanssi / Silmujen Marssi,Kevyt Nostalgia,Britt Brown,01.03.2004
http://dustedmagazine.com/reviews/503,Ken Ikeda,Merge,Touch,I Khider,14.01.2004
http://dustedmagazine.com/reviews/1207,Ken Vandermark's Free Fall,Furnace,Wobbly Rail,Derek Taylor,09.01.2004
http://dustedmagazine.com/reviews/6778,Kendrick Lamar,Section.80,Top Dawg Entertainment,Daniel Levin Becker,27.10.2011
http://dustedmagazine.com/reviews/180,Kenneth Atchley,Fountains,Auscultare Research,Otis Hart,14.05.2002
http://dustedmagazine.com/reviews/1554,Kenneth Higney,Attic Demonstration,Kebrutney,Mark Hamilton,23.07.2004
http://dustedmagazine.com/reviews/1126,Kenny Wheeler,Dream Sequence,Psi,Jason Bivins,16.11.2003
http://dustedmagazine.com/reviews/1375,Kenny Wheeler,Song for Someone,Psi,Jason Bivins,13.04.2004
http://dustedmagazine.com/reviews/5839,Kenseth Thibideau,Repetition,Temporary Residence,Tobias Carroll,16.07.2010
http://dustedmagazine.com/reviews/661,Kent Kessler,Bull Fiddle,Okkadisk,Jason Bivins,02.04.2003
http://dustedmagazine.com/reviews/2467,Kepler,Attic Salt,Troubleman Unlimited,Adam Strohm,09.10.2005
http://dustedmagazine.com/reviews/3635,Keren Ann,Keren Ann,Blue Note,Michael Cramer,13.06.2007
http://dustedmagazine.com/reviews/6757,Keränen,Moon Over Torrelorca,Ljud&Bild Produktion,Matthew Wuethrich,18.11.2011
http://dustedmagazine.com/reviews/2414,Keuhkot,Toimintatapoja Olioille,Ektro,Jordan N. Mamone,18.09.2005
http://dustedmagazine.com/reviews/4165,Kevin Ayers,The Unfairground,Gigantic,John Eyles,13.03.2008
http://dustedmagazine.com/reviews/5549,Kevin Barker,You & Me,Gnomonsong,Talya Cooper,26.02.2010
http://dustedmagazine.com/reviews/2360,Kevin Blechdom,Eat My Heart Out,Chicks on Speed,Michael Crumsho,25.08.2005
http://dustedmagazine.com/reviews/4121,Kevin Drumm / Prurient,All Are Guests in the House of the Lord,Hospital Productions,Jason Bivins,03.04.2008
http://dustedmagazine.com/reviews/4427,Kevin Drumm,Imperial Distortion,Hospital Productions,Adam Strohm,16.07.2008
http://dustedmagazine.com/reviews/5408,Kevin Drumm,Imperial Horizon,Hospital Productions,Adam Strohm,03.12.2009
http://dustedmagazine.com/reviews/317,Kevin Drumm,Sheer Hellish Miasma,Mego,Tom Roberts,19.08.2002
http://dustedmagazine.com/reviews/5906,Khaira Arby,Timbuktu Tarab,Clermont Music,Bill Meyer,18.08.2010
http://dustedmagazine.com/reviews/936,Khanate,"""No Joy"" / ""Dead""",Load,Mason Jones,13.08.2003
http://dustedmagazine.com/reviews/2426,Khanate,Capture & Release,Hydra Head,Michael Crumsho,25.09.2005
http://dustedmagazine.com/reviews/3204,Khlyst,Chaos is My Name,Hydra Head,Stewart Voegtlin,19.10.2006
http://dustedmagazine.com/reviews/1888,Khonnor,Handwriting,Type,Michael Cramer,05.01.2005
http://dustedmagazine.com/reviews/5026,Kid Congo & the Pink Monkey Birds,Dracula Boots,In the Red,"But hes never been one to force his way into the spotlight, preferring to work from the shadows. He was a Bad Seed when Nick Cave was expanding the bands minimalist sound toward the epic. He sang in the choir of the crime-jazz founding document, Barry Adamsons Moss Side Story. At my show, he was in the short-lived Knoxville Girls, which included fellow gutter dwellers from Pussy Galore and Honeymoon Killers. Pick up the cheesy 2006 compilation of electro, Berlin Insane IV, and between all the distorto-bassline Eurodance, youll find Kid Congo. And hell tell you all about dogging a leather-clad cliché of a chick in a ""rent controlled apartment off Tompkins Square."" That couplet is rhymed, naturally, with ""underwear.""",02.06.2009
http://dustedmagazine.com/reviews/874,Kid Dakota,So Pretty,Chairkickers' Union Music,Daniel Levin Becker,14.07.2003
http://dustedmagazine.com/reviews/1041,Kid Koala,Some of My Best Friends are DJs,Ninja Tune,Emerson Dameron,05.10.2003
http://dustedmagazine.com/reviews/4637,Kid Sister,Dream Date,Downtown,Ben Yaster,21.11.2008
http://dustedmagazine.com/reviews/282,Kid606,Kill Sound Before Sound Kills You,Ipecac,Steph Salas,04.04.2004
http://dustedmagazine.com/reviews/2265,Kid606,Resilience,Tigerbeat6,Ben Yaster,26.07.2005
http://dustedmagazine.com/reviews/184,Kid606,The Action Packed Mentalist Brings You the Fucking Jams,Violent Turd,Sam Hunt,20.05.2002
http://dustedmagazine.com/reviews/2917,Kidd Jordan,Palm of Soul,AUM Fidelity,Derek Taylor,03.06.2006
http://dustedmagazine.com/reviews/4422,Kidz in the Hall,The In Crowd,Duck Down,Joel Calahan,11.07.2008
http://dustedmagazine.com/reviews/4690,Kieran Hebden & Steve Reid,NYC,Domino,Andy Freivogel,05.12.2008
http://dustedmagazine.com/reviews/2901,Kieran Hebden & Steve Reid,The Exchange Session Vol. 2,Domino,Dan Ruccia,21.05.2006
http://dustedmagazine.com/reviews/2789,Kieran Hebden and Steve Reid / Four Tet,The Exchange Session Vol. 1 / Everything Ecstatic Part 2,Domino,Bill Meyer,02.04.2006
http://dustedmagazine.com/reviews/1579,Kiila,Silmat Sulkaset,Fonal,Mason Jones,09.08.2004
http://dustedmagazine.com/reviews/5219,Kiila,Tuota tuota,Fonal,Matthew Wuethrich,02.09.2009
http://dustedmagazine.com/reviews/6070,Killing Joke,Absolute Dissent,Spinefarm,Ben Donnelly,15.11.2010
http://dustedmagazine.com/reviews/1574,Kiln,Sunbox,Ghostly International,Ron Schepper,02.08.2004
http://dustedmagazine.com/reviews/2031,Kilo,Augarten,Onitor,Jon Dale,22.03.2005
http://dustedmagazine.com/reviews/572,Kim Cascone / Scanner,The Crystalline Address,Sub Rosa,tobias c. van Veen,23.02.2003
http://dustedmagazine.com/reviews/1089,Kim Cascone,Dust Theories 2: Alchemical Residue,Anechoic,tobias c. van Veen,27.10.2003
http://dustedmagazine.com/reviews/969,Kim Cascone,blackCube (),Anechoic,tobias c. van Veen,01.09.2003
http://dustedmagazine.com/reviews/4056,Kim Hiorthøy,My Last Day,Smalltown Supersound,Brad LaBonte,23.01.2008
http://dustedmagazine.com/reviews/2296,Kimmo Pohjonen & Eric Echampard,Uumen,Rockadillo,Matthew Wuethrich,20.07.2005
http://dustedmagazine.com/reviews/5279,King Cannibal,Let the Night Roar,Ninja Tune,Mason Jones,29.09.2009
http://dustedmagazine.com/reviews/6455,King Creosote & Jon Hopkins,Diamond Mine,Domino,Jennifer Kelly,19.05.2011
http://dustedmagazine.com/reviews/1201,King Creosote,Kenny And Beth's Musakal Boat Rides,Domino,Spencer Grady,12.01.2004
http://dustedmagazine.com/reviews/6404,King Creosote,Thrawn,Domino,Ben Donnelly,06.05.2011
http://dustedmagazine.com/reviews/2843,King Crimson,"21st Century Guide to King Crimson, Vol. 2: 1981-2003",DGM,Marc Medwin,30.04.2006
http://dustedmagazine.com/reviews/649,King Crimson,The Power To Believe,Sanctuary,Kevin Macneil Brown,24.03.2003
http://dustedmagazine.com/reviews/4435,King Darves,The Sun Splits for the Blind Swimmer,De Stijl,Jon Dale,16.07.2008
http://dustedmagazine.com/reviews/3572,King Kong,Buncha Beans,Drag City,Ben Donnelly,14.05.2007
http://dustedmagazine.com/reviews/5439,King Midas Sound,Waiting For You,Hyperdub,Brad LaBonte,05.01.2010
http://dustedmagazine.com/reviews/6790,King Midas Sound,Without You,Hyperdub,Ben Donnelly,01.11.2011
http://dustedmagazine.com/reviews/6031,King Sunny Ade,Baba Mo Tunde,Indigedisc,Kevin Macneil Brown,21.10.2010
http://dustedmagazine.com/reviews/5157,King Sunny Ade,Seven Degrees North,Mesa,Andy Freivogel,06.08.2009
http://dustedmagazine.com/reviews/416,King Tubby,The Roots of Dub / Dub from the Roots,Moll-Selekta,Kevin Macneil Brown,13.02.2004
http://dustedmagazine.com/reviews/626,Kinski,Airs Above Your Station,Sub Pop,Addison MacDonald,10.03.2003
http://dustedmagazine.com/reviews/2134,Kinski,Alpine Static,Sub Pop,Marc Medwin,26.07.2005
http://dustedmagazine.com/reviews/1480,Kinski,Don't Climb On and Take The Holy Water,Strange Attractors Audio House,Britt Brown,16.06.2004
http://dustedmagazine.com/reviews/3779,Kinski,Down Below It's Chaos,Sub Pop,Dan Ruccia,23.08.2007
http://dustedmagazine.com/reviews/454,Kinski,Semaphore,Sub Pop,Sam Hunt,11.11.2002
http://dustedmagazine.com/reviews/6794,Kitchens Floor,Look Forward to Nothing,Siltbreeze,Doug Mosurock,02.11.2011
http://dustedmagazine.com/reviews/2043,Kites / Prurient,The Hidden Family / +White+,Load,Britt Brown,28.03.2005
http://dustedmagazine.com/reviews/2626,Kites,Peace Trials,Load,Spencer Grady,19.01.2006
http://dustedmagazine.com/reviews/425,Kites,Royal Paint with the Metallic Gardener from the United States of America Helped into an Open Field by Women and Children,Load,Britt Brown,06.04.2004
http://dustedmagazine.com/reviews/1690,Klang,No Sound is Heard,Blast First Petite,Bernardo Rondeau,22.09.2004
http://dustedmagazine.com/reviews/5191,Klang,Tea Music,Allos Documents,Marc Medwin,20.08.2009
http://dustedmagazine.com/reviews/1524,Klimek,Milk and Honey,Kompakt,Jon Dale,01.07.2004
http://dustedmagazine.com/reviews/4593,Kluster,1970-1971,Water,Bill Meyer,16.10.2008
http://dustedmagazine.com/reviews/2018,Knifehandchop,How I Left You,Tigerbeat6,Stewart Voegtlin,17.03.2005
http://dustedmagazine.com/reviews/5688,Knight School,Revenger,Make a Mess,Evan Hanlon,06.05.2010
http://dustedmagazine.com/reviews/2619,Knut,Terraformer,Hydra Head,Jason Bivins,16.01.2006
http://dustedmagazine.com/reviews/3464,Koch / Schütz / Studer,Tales From 30 Unintentional Nights,Intakt,Bill Meyer,26.03.2007
http://dustedmagazine.com/reviews/6357,Kode9 + The Spaceape,Black Sun,Hyperdub,Brandon Bussolini,18.04.2011
http://dustedmagazine.com/reviews/3328,Kode9 + The Spaceape,Memories of the Future,Hyperdub,Jon Dale,15.01.2007
http://dustedmagazine.com/reviews/6065,Kode9,DJ-Kicks,!K7,Daniel Martin-McCormick,29.10.2010
http://dustedmagazine.com/reviews/4644,Koen Holtkamp,Field Rituals,Type,Bernardo Rondeau,06.11.2008
http://dustedmagazine.com/reviews/6079,Koen Holtkamp,Gravity/Bees,Thrill Jockey,Kevin Macneil Brown,01.11.2010
http://dustedmagazine.com/reviews/3299,Koenjihyakkei,Viva Koenji!!,Skin Graft,Adam Strohm,12.01.2007
http://dustedmagazine.com/reviews/5757,Koes Bersaudara,Koes Bersaudara 1967,Sublime Frequencies,Dustin Drase,02.06.2010
http://dustedmagazine.com/reviews/5894,Koes Plus,Koes Plus Volumes 1 & 2 (1969-1970),Sublime Frequencies,Michael Ardaiolo,11.08.2010
http://dustedmagazine.com/reviews/818,Koji Asano,Absurd Summer / Gondola Odyssey / Piano Suite 1,Solstice,Andrew Raffo Dewar,22.06.2003
http://dustedmagazine.com/reviews/2430,Koji Asano,Final Insurance  - Collection Vol 2: 1992-1994,Solstice,Spencer Grady,27.09.2005
http://dustedmagazine.com/reviews/2194,Koji Asano,Sanctuary on Reclaimed Land,Solstice,Spencer Grady,02.06.2005
http://dustedmagazine.com/reviews/6646,Kokusai Bunka Shinkōkai,Japanese Traditional Music: Koto  Shamisen 1941,World Arbiter,Richard Miller,24.08.2011
http://dustedmagazine.com/reviews/365,Komet / Bovine Life,Reciprocess +/vs. 01,Bip-Hop,Marc Gilman,23.09.2002
http://dustedmagazine.com/reviews/5181,Kommissar Hjuler & Mama Bär,Asylum Lunaticum,Intransitive,Matthew Wuethrich,13.08.2009
http://dustedmagazine.com/reviews/2155,Konono N°1 / The Dead C,Split Series #18,FatCat,Bill Meyer,12.05.2005
http://dustedmagazine.com/reviews/5769,Konono N°1,Assume Crash Position,Crammed Discs,Bill Meyer,07.06.2010
http://dustedmagazine.com/reviews/1995,Konono N°1,Congotronics,Crammed Discs,Andy Freivogel,25.02.2005
http://dustedmagazine.com/reviews/3933,Konono N°1,Live At Couleur Café,Crammed Discs,Bill Meyer,30.10.2007
http://dustedmagazine.com/reviews/4209,Korla Pandit,The Grand Moghul Suite/The Universal Language of Music,El,Derek Taylor,01.05.2008
http://dustedmagazine.com/reviews/6635,Kourosh Yaghmaei,Back From The Brink: Pre-Revolution Psychedelic Rock From Iran 1973-1979,Now-Again,Kevan Harris,25.08.2011
http://dustedmagazine.com/reviews/4713,Koushik,Out My Window,Stones Throw,Ben Yaster,04.12.2008
http://dustedmagazine.com/reviews/961,Kousokuya,1st,PSF,Mason Jones,01.09.2003
http://dustedmagazine.com/reviews/4741,Koçani Orkestar,The Ravished Bride,Crammed Discs,Adam Strohm,16.01.2009
http://dustedmagazine.com/reviews/959,Kraftwerk,Tour de France Soundtracks,Astralwerks,Kevin Macneil Brown,25.08.2003
http://dustedmagazine.com/reviews/4131,Kronos Quartet and Wu Man,Terry Riley: The Cusp of Magic,Nonesuch,Kevin Macneil Brown,28.02.2008
